,_id,name,category_code,number_of_employees,founded_year,deadpooled_year,description,latitude,longitude,country,state,city,monedas,total_amount_raised,geo,num_companies,num_employees,total_money
0,5d83a90255488441b3fff55a,Plaxo,web,50,2002.0,,Contact Management,37.387845,-122.055197,USA,CA,Sunnyvale,Dolares estadounidenses,28300000.0,"{'type': 'Point', 'coordinates': [-122.055197, 37.387845]}",1,50,28300000.0
1,5d83a90255488441b3fff55b,Kyte,games_video,40,2006.0,,Online & Mobile Video Platform,37.788482,-122.409173,USA,CA,San Francisco,Dolares estadounidenses,23400000.0,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}",14,1532,545170000.0
2,5d83a90255488441b3fff55c,Twitter,social,1300,2006.0,,Real time communication platform,37.7768052,-122.4169244,USA,CA,San Francisco,Dolares estadounidenses,1160000000.0,"{'type': 'Point', 'coordinates': [-122.4169244, 37.7768052]}",3,1487,1233400000.0
3,5d83a90255488441b3fff55d,eBay,web,15000,1995.0,,Online Marketplace,37.295005,-121.930035,USA,CA,San Jose,Dolares estadounidenses,6700000.0,"{'type': 'Point', 'coordinates': [-121.930035, 37.295005]}",2,15028,8210000.0
4,5d83a90255488441b3fff55e,Jajah,mobile,110,2005.0,,IP Communications Platform,37.4233896,-122.0899512,USA,CA,Mountain View,Dolares estadounidenses,33000000.0,"{'type': 'Point', 'coordinates': [-122.0899512, 37.4233896]}",7,9120,224100000.0
5,5d83a90255488441b3fff55f,Meetup,web,75,2002.0,,Local community,40.72604,-73.995722,USA,NY,New York,Dolares estadounidenses,18300000.0,"{'type': 'Point', 'coordinates': [-73.995722, 40.72604]}",8,8533,1128150000.0
6,5d83a90255488441b3fff560,Livestream,games_video,120,2007.0,,Live streaming platform and website,40.726155,-73.995625,USA,NY,New York,Dolares estadounidenses,14700000.0,"{'type': 'Point', 'coordinates': [-73.995625, 40.726155]}",8,8533,1128150000.0
7,5d83a90255488441b3fff561,Jingle Networks,mobile,35,2005.0,,Voice and Mobile Search,37.480999,-122.173887,USA,NY,New York,Dolares estadounidenses,88700000.0,"{'type': 'Point', 'coordinates': [-122.173887, 37.480999]}",2,155,132700000.0
8,5d83a90255488441b3fff562,Yahoo!,web,13600,1994.0,,News and On-line directory,37.418531,-122.025485,USA,CA,Sunnyvale,Dolares estadounidenses,6800000.0,"{'type': 'Point', 'coordinates': [-122.025485, 37.418531]}",2,13725,58800000.0
9,5d83a90255488441b3fff563,Ustream,games_video,250,2007.0,,Live Social Video Community,37.392936,-122.07948,USA,CA,San Francisco,Dolares estadounidenses,60100000.0,"{'type': 'Point', 'coordinates': [-122.07948, 37.392936]}",8,1895,457830000.0
10,5d83a90255488441b3fff564,Netvibes,web,35,2005.0,,Dashboard Everything,48.870806,2.34668,FRA,,Paris,Dolares estadounidenses,16000000.0,"{'type': 'Point', 'coordinates': [2.34668, 48.870806]}",1,35,16000000.0
11,5d83a90255488441b3fff565,SideStep,web,75,1999.0,,,37.374998,-121.977853,USA,CA,Santa Clara,Dolares estadounidenses,32000000.0,"{'type': 'Point', 'coordinates': [-121.977853, 37.374998]}",4,295,109100000.0
12,5d83a90255488441b3fff566,Pando Networks,games_video,23,2004.0,,Accelerating large media delivery,40.722655,-73.99873,USA,NY,New York,Dolares estadounidenses,11000000.0,"{'type': 'Point', 'coordinates': [-73.99873, 40.722655]}",7,633,123650000.0
13,5d83a90255488441b3fff567,Pageflakes,web,20,2006.0,,AJAX Homepage Service,37.758113,-122.414689,USA,CA,San Francisco,Dolares estadounidenses,4099999.9999999995,"{'type': 'Point', 'coordinates': [-122.414689, 37.758113]}",1,20,4099999.9999999995
